"id","citylabel","locatedIn","callret-3"
60613,"Jacksonville, Florida","http://dbpedia.org/resource/United_States","en"
60613,"جاكسونفيل (فلوريدا)","http://dbpedia.org/resource/United_States","ar"
60613,"Jacksonville (Florida)","http://dbpedia.org/resource/United_States","de"
60613,"Jacksonville (Florida)","http://dbpedia.org/resource/United_States","es"
60613,"Jacksonville (Floride)","http://dbpedia.org/resource/United_States","fr"
60613,"Jacksonville","http://dbpedia.org/resource/United_States","it"
60613,"ジャクソンビル (フロリダ州)","http://dbpedia.org/resource/United_States","ja"
60613,"Jacksonville (Florida)","http://dbpedia.org/resource/United_States","nl"
60613,"Jacksonville (Floryda)","http://dbpedia.org/resource/United_States","pl"
60613,"Jacksonville","http://dbpedia.org/resource/United_States","pt"
60613,"Джэксонвилл","http://dbpedia.org/resource/United_States","ru"
60613,"杰克逊维尔 (佛罗里达州)","http://dbpedia.org/resource/United_States","zh"
37408,"Kingston, Jamaica","http://dbpedia.org/resource/Jamaica","en"
37408,"كينغستون","http://dbpedia.org/resource/Jamaica","ar"
37408,"Kingston (Jamaika)","http://dbpedia.org/resource/Jamaica","de"
37408,"Kingston","http://dbpedia.org/resource/Jamaica","es"
37408,"Kingston (Jamaïque)","http://dbpedia.org/resource/Jamaica","fr"
37408,"Kingston","http://dbpedia.org/resource/Jamaica","it"
37408,"キングストン (ジャマイカ)","http://dbpedia.org/resource/Jamaica","ja"
37408,"Kingston (Jamaica)","http://dbpedia.org/resource/Jamaica","nl"
37408,"Kingston","http://dbpedia.org/resource/Jamaica","pl"
37408,"Kingston","http://dbpedia.org/resource/Jamaica","pt"
37408,"Кингстон (Ямайка)","http://dbpedia.org/resource/Jamaica","ru"
37408,"京斯敦","http://dbpedia.org/resource/Jamaica","zh"
624764,"Kryvyi Rih","http://dbpedia.org/resource/Ukraine","en"
624764,"كريفي ريه","http://dbpedia.org/resource/Ukraine","ar"
624764,"Krywyj Rih","http://dbpedia.org/resource/Ukraine","de"
624764,"Krivói Rog","http://dbpedia.org/resource/Ukraine","es"
624764,"Kryvyj Rih","http://dbpedia.org/resource/Ukraine","it"
624764,"Kryvyï Rih","http://dbpedia.org/resource/Ukraine","fr"
624764,"クルィヴィーイ・リーフ","http://dbpedia.org/resource/Ukraine","ja"
624764,"Kryvy Rih","http://dbpedia.org/resource/Ukraine","nl"
624764,"Krzywy Róg","http://dbpedia.org/resource/Ukraine","pl"
624764,"Kryvyi Rih","http://dbpedia.org/resource/Ukraine","pt"
624764,"Кривой Рог","http://dbpedia.org/resource/Ukraine","ru"
624764,"克里沃罗格","http://dbpedia.org/resource/Ukraine","zh"
44978776,"Metropolitanstadt Rom Hauptstadt","http://dbpedia.org/resource/Italy","de"
44978776,"Ciudad metropolitana de Roma Capital","http://dbpedia.org/resource/Italy","es"
44978776,"Città metropolitana di Roma Capitale","http://dbpedia.org/resource/Italy","it"
44978776,"Ville métropolitaine de Rome Capitale","http://dbpedia.org/resource/Italy","fr"
44978776,"Rome Hoofdstad (metropolitane stad)","http://dbpedia.org/resource/Italy","nl"
44978776,"Miasto metropolitalne Rzym","http://dbpedia.org/resource/Italy","pl"
44978776,"Metropolitan City of Rome Capital","http://dbpedia.org/resource/Italy","en"
57361,"Panama City","http://dbpedia.org/resource/Panama","en"
57361,"مدينة بنما","http://dbpedia.org/resource/Panama","ar"
57361,"Panama-Stadt","http://dbpedia.org/resource/Panama","de"
57361,"Panamá (ciudad)","http://dbpedia.org/resource/Panama","es"
57361,"Panama (ville)","http://dbpedia.org/resource/Panama","fr"
57361,"Panamá (città)","http://dbpedia.org/resource/Panama","it"
57361,"パナマ市","http://dbpedia.org/resource/Panama","ja"
57361,"Panama-Stad","http://dbpedia.org/resource/Panama","nl"
57361,"Panama (miasto)","http://dbpedia.org/resource/Panama","pl"
57361,"Cidade do Panamá","http://dbpedia.org/resource/Panama","pt"
57361,"Панама (город)","http://dbpedia.org/resource/Panama","ru"
57361,"巴拿馬城","http://dbpedia.org/resource/Panama","zh"
53848,"San Antonio","http://dbpedia.org/resource/United_States","en"
53848,"سان أنطونيو (تكساس)","http://dbpedia.org/resource/United_States","ar"
53848,"San Antonio","http://dbpedia.org/resource/United_States","de"
53848,"San Antonio (Texas)","http://dbpedia.org/resource/United_States","es"
53848,"San Antonio","http://dbpedia.org/resource/United_States","fr"
53848,"San Antonio","http://dbpedia.org/resource/United_States","it"
53848,"サンアントニオ","http://dbpedia.org/resource/United_States","ja"
53848,"San Antonio (Teksas)","http://dbpedia.org/resource/United_States","pl"
53848,"San Antonio (Texas)","http://dbpedia.org/resource/United_States","nl"
53848,"San Antonio","http://dbpedia.org/resource/United_States","pt"
53848,"Сан-Антонио","http://dbpedia.org/resource/United_States","ru"
53848,"圣安东尼奥 (得克萨斯州)","http://dbpedia.org/resource/United_States","zh"
18691665,"Sana'a","http://dbpedia.org/resource/Yemen","en"
18691665,"صنعاء","http://dbpedia.org/resource/Yemen","ar"
18691665,"Sanaa","http://dbpedia.org/resource/Yemen","de"
18691665,"Saná","http://dbpedia.org/resource/Yemen","es"
18691665,"Sana'a","http://dbpedia.org/resource/Yemen","it"
18691665,"Sanaa","http://dbpedia.org/resource/Yemen","fr"
18691665,"サナア","http://dbpedia.org/resource/Yemen","ja"
18691665,"Sanaa","http://dbpedia.org/resource/Yemen","nl"
18691665,"Sana","http://dbpedia.org/resource/Yemen","pl"
18691665,"Saná","http://dbpedia.org/resource/Yemen","pt"
18691665,"Сана","http://dbpedia.org/resource/Yemen","ru"
18691665,"萨那","http://dbpedia.org/resource/Yemen","zh"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","en"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","de"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","es"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","fr"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","it"
1022671,"サンティアゴ・デ・ロス・カバリェロス","http://dbpedia.org/resource/Dominican_Republic","ja"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","nl"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","pl"
1022671,"Santiago de los Caballeros","http://dbpedia.org/resource/Dominican_Republic","pt"
1022671,"Сантьяго-де-лос-Трейнта-Кабальерос","http://dbpedia.org/resource/Dominican_Republic","ru"
1022671,"聖地牙哥 (多明尼加)","http://dbpedia.org/resource/Dominican_Republic","zh"
55904,"Belgrade","http://dbpedia.org/resource/Serbia","en"
55904,"بلغراد","http://dbpedia.org/resource/Serbia","ar"
55904,"Belgrad","http://dbpedia.org/resource/Serbia","de"
55904,"Belgrado","http://dbpedia.org/resource/Serbia","es"
55904,"Belgrade","http://dbpedia.org/resource/Serbia","fr"
55904,"Belgrado","http://dbpedia.org/resource/Serbia","it"
55904,"ベオグラード","http://dbpedia.org/resource/Serbia","ja"
55904,"Belgrado","http://dbpedia.org/resource/Serbia","nl"
55904,"Belgrad","http://dbpedia.org/resource/Serbia","pl"
55904,"Belgrado","http://dbpedia.org/resource/Serbia","pt"
55904,"Белград","http://dbpedia.org/resource/Serbia","ru"
55904,"贝尔格莱德","http://dbpedia.org/resource/Serbia","zh"
45499719,"Metropolitanstadt Neapel","http://dbpedia.org/resource/Italy","de"
45499719,"Ciudad metropolitana de Nápoles","http://dbpedia.org/resource/Italy","es"
45499719,"Città metropolitana di Napoli","http://dbpedia.org/resource/Italy","it"
45499719,"Ville métropolitaine de Naples","http://dbpedia.org/resource/Italy","fr"
45499719,"Napels (metropolitane stad)","http://dbpedia.org/resource/Italy","nl"
45499719,"Metropolitan City of Naples","http://dbpedia.org/resource/Italy","en"
154564,"Xalapa","http://dbpedia.org/resource/Mexico","en"
154564,"Xalapa","http://dbpedia.org/resource/Mexico","de"
154564,"Xalapa-Enríquez","http://dbpedia.org/resource/Mexico","es"
154564,"Xalapa","http://dbpedia.org/resource/Mexico","fr"
154564,"Xalapa","http://dbpedia.org/resource/Mexico","it"
154564,"ハラパ","http://dbpedia.org/resource/Mexico","ja"
154564,"Xalapa","http://dbpedia.org/resource/Mexico","nl"
154564,"Xalapa-Enríquez","http://dbpedia.org/resource/Mexico","pl"
154564,"Xalapa","http://dbpedia.org/resource/Mexico","pt"
154564,"Халапа-Энрикес","http://dbpedia.org/resource/Mexico","ru"
154564,"哈拉帕 (韋拉克魯斯州)","http://dbpedia.org/resource/Mexico","zh"
1861546,"Shangluo","http://dbpedia.org/resource/China","en"
1861546,"Shangluo","http://dbpedia.org/resource/China","de"
1861546,"Shangluo","http://dbpedia.org/resource/China","es"
1861546,"Shangluo","http://dbpedia.org/resource/China","fr"
1861546,"商洛市","http://dbpedia.org/resource/China","ja"
1861546,"Shangluo","http://dbpedia.org/resource/China","it"
1861546,"Shangluo","http://dbpedia.org/resource/China","nl"
1861546,"Shangluo","http://dbpedia.org/resource/China","pl"
1861546,"商洛市","http://dbpedia.org/resource/China","zh"
1861546,"Шанло","http://dbpedia.org/resource/China","ru"
30624105,"Greater Cochin","http://dbpedia.org/resource/India","en"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","en"
2311640,"أسكي شهر","http://dbpedia.org/resource/Turkey","ar"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","de"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","es"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","fr"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","it"
2311640,"エスキシェヒル","http://dbpedia.org/resource/Turkey","ja"
2311640,"Eskişehir (stad)","http://dbpedia.org/resource/Turkey","nl"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","pl"
2311640,"Eskişehir","http://dbpedia.org/resource/Turkey","pt"
2311640,"Эскишехир","http://dbpedia.org/resource/Turkey","ru"
2311640,"埃斯基谢希尔","http://dbpedia.org/resource/Turkey","zh"
2311387,"Huangshan City","http://dbpedia.org/resource/China","en"
2311387,"Huangshan (Stadt)","http://dbpedia.org/resource/China","de"
2311387,"Huangshan","http://dbpedia.org/resource/China","es"
2311387,"Huangshan (ville)","http://dbpedia.org/resource/China","fr"
2311387,"Huangshan (città)","http://dbpedia.org/resource/China","it"
2311387,"黄山市","http://dbpedia.org/resource/China","ja"
2311387,"Huangshan","http://dbpedia.org/resource/China","nl"
2311387,"Huangshan","http://dbpedia.org/resource/China","pl"
2311387,"Хуаншань (город)","http://dbpedia.org/resource/China","ru"
2311387,"黄山市","http://dbpedia.org/resource/China","zh"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","en"
2270051,"نايبيداو","http://dbpedia.org/resource/Myanmar","ar"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","de"
2270051,"Naipyidó","http://dbpedia.org/resource/Myanmar","es"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","it"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","fr"
2270051,"ネピドー","http://dbpedia.org/resource/Myanmar","ja"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","pl"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","nl"
2270051,"Naypyidaw","http://dbpedia.org/resource/Myanmar","pt"
2270051,"Нейпьидо","http://dbpedia.org/resource/Myanmar","ru"
2270051,"奈比多","http://dbpedia.org/resource/Myanmar","zh"
2249698,"مدينة أوردوس","http://dbpedia.org/resource/China","ar"
2249698,"Ordos City","http://dbpedia.org/resource/China","en"
2249698,"Ordos (Stadt)","http://dbpedia.org/resource/China","de"
2249698,"Ciudad de Ordos","http://dbpedia.org/resource/China","es"
2249698,"Ordos (ville)","http://dbpedia.org/resource/China","fr"
2249698,"オルドス市","http://dbpedia.org/resource/China","ja"
2249698,"Ordos (Mongolia Interna)","http://dbpedia.org/resource/China","it"
2249698,"Ordos (Binnen-Mongolië)","http://dbpedia.org/resource/China","nl"
2249698,"Ordos (miasto)","http://dbpedia.org/resource/China","pl"
2249698,"Ordos","http://dbpedia.org/resource/China","pt"
2249698,"Ордос (городской округ)","http://dbpedia.org/resource/China","ru"
2249698,"鄂尔多斯市","http://dbpedia.org/resource/China","zh"
2251614,"Wuhu","http://dbpedia.org/resource/China","en"
2251614,"Wuhu","http://dbpedia.org/resource/China","de"
2251614,"Wuhu","http://dbpedia.org/resource/China","es"
2251614,"Wuhu","http://dbpedia.org/resource/China","fr"
2251614,"Wuhu","http://dbpedia.org/resource/China","it"
2251614,"蕪湖市","http://dbpedia.org/resource/China","ja"
2251614,"Wuhu","http://dbpedia.org/resource/China","pl"
2251614,"Wuhu","http://dbpedia.org/resource/China","pt"
2251614,"Wuhu","http://dbpedia.org/resource/China","nl"
2251614,"Уху","http://dbpedia.org/resource/China","ru"
2251614,"芜湖市","http://dbpedia.org/resource/China","zh"
46671439,"Metropolitanstadt Bari","http://dbpedia.org/resource/Italy","de"
46671439,"Ciudad metropolitana de Bari","http://dbpedia.org/resource/Italy","es"
46671439,"Città metropolitana di Bari","http://dbpedia.org/resource/Italy","it"
46671439,"Ville métropolitaine de Bari","http://dbpedia.org/resource/Italy","fr"
46671439,"Bari (metropolitane stad)","http://dbpedia.org/resource/Italy","nl"
46671439,"Metropolitan City of Bari","http://dbpedia.org/resource/Italy","en"
47643670,"Metropolitan City of Palermo","http://dbpedia.org/resource/Italy","en"
47643670,"Metropolitanstadt Palermo","http://dbpedia.org/resource/Italy","de"
47643670,"Ciudad Metropolitana de Palermo","http://dbpedia.org/resource/Italy","es"
47643670,"Città metropolitana di Palermo","http://dbpedia.org/resource/Italy","it"
47643670,"Ville métropolitaine de Palerme","http://dbpedia.org/resource/Italy","fr"
47643670,"Palermo (metropolitane stad)","http://dbpedia.org/resource/Italy","nl"
47643670,"Miasto metropolitalne Palermo","http://dbpedia.org/resource/Italy","pl"
45624325,"Metropolitanstadt Florenz","http://dbpedia.org/resource/Italy","de"
45624325,"Ciudad metropolitana de Florencia","http://dbpedia.org/resource/Italy","es"
45624325,"Città metropolitana di Firenze","http://dbpedia.org/resource/Italy","it"
45624325,"Ville métropolitaine de Florence","http://dbpedia.org/resource/Italy","fr"
45624325,"Florence (metropolitane stad)","http://dbpedia.org/resource/Italy","nl"
45624325,"Metropolitan City of Florence","http://dbpedia.org/resource/Italy","en"
46703064,"Metropolitanstadt Venedig","http://dbpedia.org/resource/Italy","de"
46703064,"Ciudad metropolitana de Venecia","http://dbpedia.org/resource/Italy","es"
46703064,"Città metropolitana di Venezia","http://dbpedia.org/resource/Italy","it"
46703064,"Ville métropolitaine de Venise","http://dbpedia.org/resource/Italy","fr"
46703064,"Venetië (metropolitane stad)","http://dbpedia.org/resource/Italy","nl"
46703064,"Metropolitan City of Venice","http://dbpedia.org/resource/Italy","en"
192093,"Brisbane","http://dbpedia.org/resource/Australia","en"
192093,"بريزبن","http://dbpedia.org/resource/Australia","ar"
192093,"Brisbane","http://dbpedia.org/resource/Australia","de"
192093,"Brisbane","http://dbpedia.org/resource/Australia","es"
192093,"Brisbane","http://dbpedia.org/resource/Australia","fr"
192093,"Brisbane","http://dbpedia.org/resource/Australia","it"
192093,"ブリスベン","http://dbpedia.org/resource/Australia","ja"
192093,"Brisbane","http://dbpedia.org/resource/Australia","nl"
192093,"Brisbane","http://dbpedia.org/resource/Australia","pl"
192093,"Brisbane","http://dbpedia.org/resource/Australia","pt"
192093,"Брисбен","http://dbpedia.org/resource/Australia","ru"
192093,"布里斯班","http://dbpedia.org/resource/Australia","zh"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","de"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","es"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","fr"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","en"
10288225,"チマルワカン","http://dbpedia.org/resource/Mexico","ja"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","it"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","nl"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","pt"
10288225,"Чимальуакан","http://dbpedia.org/resource/Mexico","ru"
10288225,"奇馬爾瓦坎","http://dbpedia.org/resource/Mexico","zh"
10288225,"Chimalhuacán","http://dbpedia.org/resource/Mexico","pl"
5203306,"لينهاي","http://dbpedia.org/resource/China","ar"
5203306,"Linhai","http://dbpedia.org/resource/China","de"
5203306,"Linhai","http://dbpedia.org/resource/China","en"
5203306,"Linhai","http://dbpedia.org/resource/China","fr"
5203306,"臨海市","http://dbpedia.org/resource/China","ja"
5203306,"临海市","http://dbpedia.org/resource/China","zh"
561657,"Al Diwaniyah","http://dbpedia.org/resource/Iraq","en"
561657,"الديوانية (مدينة)","http://dbpedia.org/resource/Iraq","ar"
561657,"Diwaniyya","http://dbpedia.org/resource/Iraq","de"
561657,"Diwaniya","http://dbpedia.org/resource/Iraq","es"
561657,"Diwaniya","http://dbpedia.org/resource/Iraq","fr"
561657,"Al-Diwaniyya","http://dbpedia.org/resource/Iraq","it"
561657,"ディーワーニーヤ","http://dbpedia.org/resource/Iraq","ja"
561657,"Ad-Diwanijja","http://dbpedia.org/resource/Iraq","pl"
561657,"Al Diwaniyah","http://dbpedia.org/resource/Iraq","nl"
561657,"迪瓦尼耶","http://dbpedia.org/resource/Iraq","zh"
561657,"Эд-Дивания","http://dbpedia.org/resource/Iraq","ru"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","en"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","es"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","it"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","fr"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","nl"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","pt"
395715,"Куаутитлан-Искальи","http://dbpedia.org/resource/Mexico","ru"
395715,"庫奧蒂特蘭伊斯卡伊","http://dbpedia.org/resource/Mexico","zh"
395715,"Cuautitlán Izcalli","http://dbpedia.org/resource/Mexico","pl"
642286,"Diyarbakır","http://dbpedia.org/resource/Turkey","en"
642286,"ديار بكر","http://dbpedia.org/resource/Turkey","ar"
642286,"Diyarbakır","http://dbpedia.org/resource/Turkey","de"
642286,"Diyarbakır","http://dbpedia.org/resource/Turkey","es"
642286,"Diyarbakır","http://dbpedia.org/resource/Turkey","fr"
642286,"Diyarbakır","http://dbpedia.org/resource/Turkey","it"
642286,"ディヤルバクル","http://dbpedia.org/resource/Turkey","ja"
642286,"Diyarbakır (stad)","http://dbpedia.org/resource/Turkey","nl"
642286,"Diyarbakır","http://dbpedia.org/resource/Turkey","pl"
642286,"Diarbaquir","http://dbpedia.org/resource/Turkey","pt"
642286,"Диярбакыр","http://dbpedia.org/resource/Turkey","ru"
642286,"迪亚巴克尔","http://dbpedia.org/resource/Turkey","zh"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","en"
323128,"غوانغجو","http://dbpedia.org/resource/South_Korea","ar"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","de"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","es"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","fr"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","it"
323128,"光州広域市","http://dbpedia.org/resource/South_Korea","ja"
323128,"Gwangju (metropolia w Korei Południowej)","http://dbpedia.org/resource/South_Korea","pl"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","pt"
323128,"Gwangju","http://dbpedia.org/resource/South_Korea","nl"
323128,"Кванджу","http://dbpedia.org/resource/South_Korea","ru"
323128,"光州廣域市","http://dbpedia.org/resource/South_Korea","zh"
224118,"Gómez Palacio, Durango","http://dbpedia.org/resource/Mexico","en"
224118,"Gómez Palacio","http://dbpedia.org/resource/Mexico","es"
224118,"Gómez Palacio","http://dbpedia.org/resource/Mexico","fr"
224118,"ゴメスパラシオ","http://dbpedia.org/resource/Mexico","ja"
224118,"Gómez Palacio","http://dbpedia.org/resource/Mexico","nl"
224118,"Gómez Palacio","http://dbpedia.org/resource/Mexico","pl"
224118,"Gómez Palacio","http://dbpedia.org/resource/Mexico","pt"
224118,"Гомес-Паласио","http://dbpedia.org/resource/Mexico","ru"
224118,"戈麥斯帕拉西奧","http://dbpedia.org/resource/Mexico","zh"
530532,"Hillah","http://dbpedia.org/resource/Iraq","en"
530532,"الحلة","http://dbpedia.org/resource/Iraq","ar"
530532,"Hilla","http://dbpedia.org/resource/Iraq","de"
530532,"Hilla","http://dbpedia.org/resource/Iraq","es"
530532,"Hilla","http://dbpedia.org/resource/Iraq","fr"
530532,"Al-Hilla","http://dbpedia.org/resource/Iraq","it"
530532,"ヒッラ","http://dbpedia.org/resource/Iraq","ja"
530532,"Al-Hilla","http://dbpedia.org/resource/Iraq","pl"
530532,"Hilla","http://dbpedia.org/resource/Iraq","nl"
530532,"Al-Hillah","http://dbpedia.org/resource/Iraq","pt"
530532,"Хилла","http://dbpedia.org/resource/Iraq","ru"
530532,"希拉 (伊拉克)","http://dbpedia.org/resource/Iraq","zh"
738499,"Howrah","http://dbpedia.org/resource/India","en"
738499,"Haora","http://dbpedia.org/resource/India","de"
738499,"Howrah","http://dbpedia.org/resource/India","es"
738499,"Howrah","http://dbpedia.org/resource/India","it"
738499,"Howrah","http://dbpedia.org/resource/India","fr"
738499,"ハウラー","http://dbpedia.org/resource/India","ja"
738499,"Howrah","http://dbpedia.org/resource/India","pl"
738499,"Haora (stad)","http://dbpedia.org/resource/India","nl"
738499,"Haora","http://dbpedia.org/resource/India","pt"
738499,"Ховрах","http://dbpedia.org/resource/India","ru"
738499,"豪拉","http://dbpedia.org/resource/India","zh"
277718,"Jeddah","http://dbpedia.org/resource/Saudi_Arabia","en"
277718,"جدة","http://dbpedia.org/resource/Saudi_Arabia","ar"
277718,"Dschidda","http://dbpedia.org/resource/Saudi_Arabia","de"
277718,"Yeda","http://dbpedia.org/resource/Saudi_Arabia","es"
277718,"Djeddah","http://dbpedia.org/resource/Saudi_Arabia","fr"
277718,"Gedda","http://dbpedia.org/resource/Saudi_Arabia","it"
277718,"ジッダ","http://dbpedia.org/resource/Saudi_Arabia","ja"
277718,"Djedda","http://dbpedia.org/resource/Saudi_Arabia","nl"
277718,"Dżudda","http://dbpedia.org/resource/Saudi_Arabia","pl"
277718,"Jidá","http://dbpedia.org/resource/Saudi_Arabia","pt"
277718,"Джидда","http://dbpedia.org/resource/Saudi_Arabia","ru"
277718,"吉达","http://dbpedia.org/resource/Saudi_Arabia","zh"
894692,"Jilin City","http://dbpedia.org/resource/China","en"
894692,"Jilin (Stadt)","http://dbpedia.org/resource/China","de"
894692,"Ciudad de Jilin","http://dbpedia.org/resource/China","es"
894692,"Jilin","http://dbpedia.org/resource/China","it"
894692,"Jilin (Jilin)","http://dbpedia.org/resource/China","fr"
894692,"吉林市","http://dbpedia.org/resource/China","ja"
894692,"Jilin (miasto)","http://dbpedia.org/resource/China","pl"
894692,"Jilin (cidade)","http://dbpedia.org/resource/China","pt"
894692,"Jilin (stad)","http://dbpedia.org/resource/China","nl"
894692,"Гирин (город)","http://dbpedia.org/resource/China","ru"
894692,"吉林市","http://dbpedia.org/resource/China","zh"
